id,sender,node,receiver,user_id_sender,status_id_sender,created_at_sender,text_sender,source_sender,display_text_width_sender,reply_to_status_id_sender,reply_to_user_id_sender,reply_to_screen_name_sender,is_quote_sender,is_retweet_sender,favorite_count_sender,retweet_count_sender,quote_count_sender,reply_count_sender,hashtags_sender,symbols_sender,urls_url_sender,urls_t.co_sender,urls_expanded_url_sender,media_url_sender,media_t.co_sender,media_expanded_url_sender,media_type_sender,ext_media_url_sender,ext_media_t.co_sender,ext_media_expanded_url_sender,ext_media_type_sender,mentions_user_id_sender,mentions_screen_name_sender,lang_sender,quoted_status_id_sender,quoted_text_sender,quoted_created_at_sender,quoted_source_sender,quoted_favorite_count_sender,quoted_retweet_count_sender,quoted_user_id_sender,quoted_screen_name_sender,quoted_name_sender,quoted_followers_count_sender,quoted_friends_count_sender,quoted_statuses_count_sender,quoted_location_sender,quoted_description_sender,quoted_verified_sender,retweet_status_id_sender,retweet_text_sender,retweet_created_at_sender,retweet_source_sender,retweet_favorite_count_sender,retweet_retweet_count_sender,retweet_user_id_sender,retweet_screen_name_sender,retweet_name_sender,retweet_followers_count_sender,retweet_friends_count_sender,retweet_statuses_count_sender,retweet_location_sender,retweet_description_sender,retweet_verified_sender,place_url_sender,place_name_sender,place_full_name_sender,place_type_sender,country_sender,country_code_sender,geo_coords_sender,coords_coords_sender,bbox_coords_sender,status_url_sender,name_sender,location_sender,description_sender,url_sender,protected_sender,followers_count_sender,friends_count_sender,listed_count_sender,statuses_count_sender,favourites_count_sender,account_created_at_sender,verified_sender,profile_url_sender,profile_expanded_url_sender,account_lang_sender,profile_banner_url_sender,profile_background_url_sender,profile_image_url_sender,user_id_receiver,status_id_receiver,created_at_receiver,text_receiver,source_receiver,display_text_width_receiver,reply_to_status_id_receiver,reply_to_user_id_receiver,reply_to_screen_name_receiver,is_quote_receiver,is_retweet_receiver,favorite_count_receiver,retweet_count_receiver,quote_count_receiver,reply_count_receiver,hashtags_receiver,symbols_receiver,urls_url_receiver,urls_t.co_receiver,urls_expanded_url_receiver,media_url_receiver,media_t.co_receiver,media_expanded_url_receiver,media_type_receiver,ext_media_url_receiver,ext_media_t.co_receiver,ext_media_expanded_url_receiver,ext_media_type_receiver,mentions_user_id_receiver,mentions_screen_name_receiver,lang_receiver,quoted_status_id_receiver,quoted_text_receiver,quoted_created_at_receiver,quoted_source_receiver,quoted_favorite_count_receiver,quoted_retweet_count_receiver,quoted_user_id_receiver,quoted_screen_name_receiver,quoted_name_receiver,quoted_followers_count_receiver,quoted_friends_count_receiver,quoted_statuses_count_receiver,quoted_location_receiver,quoted_description_receiver,quoted_verified_receiver,retweet_status_id_receiver,retweet_text_receiver,retweet_created_at_receiver,retweet_source_receiver,retweet_favorite_count_receiver,retweet_retweet_count_receiver,retweet_user_id_receiver,retweet_screen_name_receiver,retweet_name_receiver,retweet_followers_count_receiver,retweet_friends_count_receiver,retweet_statuses_count_receiver,retweet_location_receiver,retweet_description_receiver,retweet_verified_receiver,place_url_receiver,place_name_receiver,place_full_name_receiver,place_type_receiver,country_receiver,country_code_receiver,geo_coords_receiver,coords_coords_receiver,bbox_coords_receiver,status_url_receiver,name_receiver,location_receiver,description_receiver,url_receiver,protected_receiver,followers_count_receiver,friends_count_receiver,listed_count_receiver,statuses_count_receiver,favourites_count_receiver,account_created_at_receiver,verified_receiver,profile_url_receiver,profile_expanded_url_receiver,account_lang_receiver,profile_banner_url_receiver,profile_background_url_receiver,profile_image_url_receiver,outdegree,indegree
271,NA,PamHarris1128,PamHarris1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248124313,611538025609326592,2015-06-18T14:16:41Z,Having a fantastic time at #Reconnect2015 with @kubikova63 @JamesKupetz @AliciaPL25 @CatBPhD @DebraLMimbs,Twitter Web Client,NA,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/611538025609326592,Pamela Harris,,,NA,FALSE,138,6,2,2,0,2015-06-17T18:06:56Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/611542965903757312/erDHvF78_normal.png,0,8
272,PatternAvoider,PatternAvoider,NA,908867215168024576,1446135706791854080,2021-10-07T15:29:55Z,"Hey Framingham State people, @ksbaumg and I overlapped at Wooster and I am super excited for her talk! This is one… https://t.co/RrxZcf0sKf",Twitter for iPhone,NA,NA,NA,NA,FALSE,FALSE,7,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446135706791854080,Matthew Moynihan,,Massachusetts Math Prof from Minnesota (he/him/his),NA,FALSE,67,448,0,220,1722,2017-09-16T01:36:44Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/908867215168024576/1560393602,NA,http://pbs.twimg.com/profile_images/1138999433675325441/vlOcP3NI_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
273,paultpearson,paultpearson,NA,2282882557,1446645481375948805,2021-10-09T01:15:34Z,@_georgiegirl_ Nice! I like this. Thanks for sharing!,Twitter Web App,NA,1446618909918982144,985595373417738241,_georgiegirl_,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446645481375948805,"Paul Pearson, PhD; BLM, he/him","Holland, MI","Associate Professor of Math @HopeCollege
Hate has no place here.  Racist, transphobic, homophobic, etc., people please do not follow me.",NA,FALSE,488,1534,11,5160,39880,2014-01-09T01:50:31Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/2282882557/1593625292,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/471471248656973824/v5YxJXie_normal.jpeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
274,PhilChodrow,PhilChodrow,NA,1642585022,1446613504564215811,2021-10-08T23:08:30Z,"Periodic reminder that having an up-to-date website with your name, contact info, recent picture, research interest… https://t.co/YoJROe8VVo",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446536236370472962,"Periodic reminder that having an up-to-date website with your name, contact info, recent picture, research interest… https://t.co/YoJROe8VVo",2021-10-08T18:01:28Z,Twitter Web App,80,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446613504564215811,Dr. Phil Chodrow,,"Visiting faculty in math @UCLA, ally of @qsideinstitute,  PhD @MIT. 
Math of complex systems, networks, data science, evidence-based pedagogy. (he/him/his)",https://t.co/YcOuJhDzZD,FALSE,754,644,7,1752,19709,2013-08-03T10:47:55Z,FALSE,https://t.co/YcOuJhDzZD,https://www.philchodrow.com,NA,https://pbs.twimg.com/profile_banners/1642585022/1590925310,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/877587486071025668/1ErI_If9_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
275,PoonehSabouri,PoonehSabouri,NA,1061256476088516609,1446538405253419009,2021-10-08T18:10:05Z,Check out @DrSmarturo! Now a fellow in @CU_ICS!!!! https://t.co/cLUAtDycdn,Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446524163066195970,Check out @DrSmarturo! Now a fellow in @CU_ICS!!!! https://t.co/cLUAtDycdn,2021-10-08T17:13:30Z,Twitter Web App,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446538405253419009,"Pooneh Sabouri, PhD","Miami, FL","Postdoctoral at FlU working with STEPUP Physics project

STEM educator, Passionate about learning, knowing people, friendships, and a food lover (She/hers)",NA,FALSE,505,1528,4,2805,3683,2018-11-10T13:57:15Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1061256476088516609/1613566765,NA,http://pbs.twimg.com/profile_images/1404053629129080833/QpHo8NdU_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
276,priyam886,priyam886,priyam886,948363946708185088,1446539264041181188,2021-10-08T18:13:30Z,@MarissaKawehi @TAougab We got you!!! ❤️❤️,Twitter for iPhone,NA,1446484448191549449,969876723922808832,MarissaKawehi,FALSE,FALSE,4,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446539264041181188,Dr. Priyam Patel,,Assistant professor of mathematics at the University of Utah and lover of climbing & the outdoors. Tweets/thoughts/opinions are my own. Pronouns: she/her/hers.,NA,FALSE,924,289,12,491,2553,2018-01-03T01:22:39Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1208955104449028096/bPzzPFsh_normal.jpg,948363946708185088,1446539264041181188,2021-10-08T18:13:30Z,@MarissaKawehi @TAougab We got you!!! ❤️❤️,Twitter for iPhone,NA,1446484448191549449,969876723922808832,MarissaKawehi,FALSE,FALSE,4,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446539264041181188,Dr. Priyam Patel,,Assistant professor of mathematics at the University of Utah and lover of climbing & the outdoors. Tweets/thoughts/opinions are my own. Pronouns: she/her/hers.,NA,FALSE,924,289,12,491,2553,2018-01-03T01:22:39Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1208955104449028096/bPzzPFsh_normal.jpg,20,17
277,ProfNoodlearms,ProfNoodlearms,NA,502407849,1446574033294827520,2021-10-08T20:31:40Z,@cscott_peters I think so. it was 40 yds from goal. Probably a DOGSO at that level. but I can see how they might fe… https://t.co/vCtyW79lrM,Twitter Web App,NA,1446572402482159622,3452719393,cscott_peters,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446574033294827520,TJ Hitchman,"Cedar Falls, Iowa","Mathematics Professor -- IBL teaching, geometry/topology, dynamics. Also soccer, trees, tea, birds & parenting.
he/him/his",https://t.co/4gjdNCsac1,FALSE,2421,700,79,17498,22940,2012-02-25T03:01:56Z,FALSE,https://t.co/4gjdNCsac1,http://sites.uni.edu/theron,NA,https://pbs.twimg.com/profile_banners/502407849/1620697665,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1444468924993744896/IAGCrmQs_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0
278,ptwiddle,ptwiddle,NA,53309458,1446408957350797318,2021-10-08T09:35:43Z,That's all from my notes for now. Still. Good news is that OfS has a report out on punctuation.,Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446176645006626816,That's all from my notes for now. Still. Good news is that OfS has a report out on punctuation.,2021-10-07T18:12:35Z,Twitter Web App,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446408957350797318,Paul Johnson,Sheffield,Dad. Mathematician - Combinatorics and Algebraic Geometry. North Dakotan in North England. He/Him.,https://t.co/2rPN72fnJ5,FALSE,504,1218,9,4001,18220,2009-07-03T05:57:26Z,FALSE,https://t.co/2rPN72fnJ5,http://ptwiddle.github.io,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1312765955962003456/G9FDF_Ka_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
279,pwr2dppl,pwr2dppl,pwr2dppl,3308531970,1446650916531224583,2021-10-09T01:37:10Z,"So i did this but with stabbing chest pains. The print out was actually like you have healthy person's chest pain,… https://t.co/UFNpQoxDxj",Twitter for Android,NA,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446650916531224583,DR. ABOLISH THE POLICE,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,FALSE,3337,571,42,30543,55242,2015-08-07T08:21:21Z,FALSE,https://t.co/LfP2F61ncT,http://www.theliberatedmathematician.com/math,NA,https://pbs.twimg.com/profile_banners/3308531970/1444380716,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,3308531970,1446650916531224583,2021-10-09T01:37:10Z,"So i did this but with stabbing chest pains. The print out was actually like you have healthy person's chest pain,… https://t.co/UFNpQoxDxj",Twitter for Android,NA,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446650916531224583,DR. ABOLISH THE POLICE,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,FALSE,3337,571,42,30543,55242,2015-08-07T08:21:21Z,FALSE,https://t.co/LfP2F61ncT,http://www.theliberatedmathematician.com/math,NA,https://pbs.twimg.com/profile_banners/3308531970/1444380716,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,302,267
280,QCohBeef,QCohBeef,NA,1141884639373664257,1312899560059162625,2020-10-04T23:37:02Z,"@camilamilfuegos I didn’t either, but I always question my decision. Very few people I’ve talked to outright regret applying.",Twitter for iPhone,NA,1312820418726699008,38969082,camilaveeee,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1312899560059162625,QC,Field with one element,"I study algebraic geometry and watch anime. Other hobbies include programming, reading, philosophy, and wasting time watching Youtube videos.",NA,FALSE,41,166,6,151,215,2019-06-21T01:44:47Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1141884639373664257/1561424445,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1213494117021306880/1t8aCCL9_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
281,QED_nerds,QED_nerds,NA,797191207655010304,1424366488245395460,2021-08-08T13:46:48Z,"Anyways, I feel awful 😭💔",Twitter for iPhone,NA,1424366487318450180,797191207655010304,QED_nerds,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1424366488245395460,Christina,the library probably,Scientist™,NA,FALSE,37,181,0,2137,938,2016-11-11T21:36:09Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/797191207655010304/1478919915,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1106673579809275909/LBSRwrAs_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
282,qsideinstitute,qsideinstitute,qsideinstitute,1116406303298084867,1445106875683381253,2021-10-04T19:21:42Z,"The Datathon4Justice Workshop is coming up, and registration is closing soon! If you want to participate in this ye… https://t.co/WOJOKoQ5Ka",Twitter Web App,NA,NA,NA,NA,FALSE,FALSE,2,3,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445106875683381253,qside,,"QSIDE is a pre-eminent research-into-action organization applying a unique, innovative blend of mathematics, data science, and computation to social justice.",https://t.co/EWW3PuzNtm,FALSE,708,539,10,275,298,2019-04-11T18:22:59Z,FALSE,https://t.co/EWW3PuzNtm,https://linktr.ee/QSIDE,NA,NA,NA,http://pbs.twimg.com/profile_images/1118667730067103744/E2koq4n1_normal.png,1116406303298084867,1445106875683381253,2021-10-04T19:21:42Z,"The Datathon4Justice Workshop is coming up, and registration is closing soon! If you want to participate in this ye… https://t.co/WOJOKoQ5Ka",Twitter Web App,NA,NA,NA,NA,FALSE,FALSE,2,3,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445106875683381253,qside,,"QSIDE is a pre-eminent research-into-action organization applying a unique, innovative blend of mathematics, data science, and computation to social justice.",https://t.co/EWW3PuzNtm,FALSE,708,539,10,275,298,2019-04-11T18:22:59Z,FALSE,https://t.co/EWW3PuzNtm,https://linktr.ee/QSIDE,NA,NA,NA,http://pbs.twimg.com/profile_images/1118667730067103744/E2koq4n1_normal.png,1,20
283,QuantumP7,QuantumP7,NA,14067210,1446642341540999173,2021-10-09T01:03:06Z,You ever have to stop watching someone’s Tik Toks because that person arouses you so much?,Twitter for iPhone,NA,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446642341540999173,Mathy McScientist 👽,Occupied Creek Nation land,Christian. Mathematician. Space geek. Nonbinary. Deafy. Homosexual. They/Them,https://t.co/TRs1p9G6Qe,FALSE,735,1956,50,38381,1752,2008-03-02T02:01:27Z,FALSE,https://t.co/TRs1p9G6Qe,http://www.deafhacker.com,NA,https://pbs.twimg.com/profile_banners/14067210/1437523520,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/961746985152901121/h1k8B5cK_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
284,quaternion_j,quaternion_j,NA,850439936,1446645096926126089,2021-10-09T01:14:03Z,Feelin really funky tonight,Twitter for Android,NA,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446645096926126089,1 + 3i + j + 2k (j/them),"Texas, USA","i'm j: white, agender (they/them), 31, bi/ace | #blacklivesmatter | free Palestine | math ed PHD student | art by @alchenart",NA,FALSE,201,275,2,47404,159436,2012-09-28T04:17:06Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/850439936/1624921830,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1225547134558179329/Jcn4RjRT_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
285,NA,qubeshub,qubeshub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925888557,1445766418578898960,2021-10-06T15:02:29Z,"The HITS Network is looking for its 2022 Case Fellows! Fellows will create case studies based on HT approaches, aut… https://t.co/8Zcwg6LRdJ",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445765958975385600,"The HITS Network is looking for its 2022 Case Fellows! Fellows will create case studies based on HT approaches, aut… https://t.co/8Zcwg6LRdJ",2021-10-06T15:00:40Z,Hootsuite Inc.,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445766418578898960,QUBES Hub,,"A hub and community committed to STEM education reform and teaching that’s effective, open, accessible, equitable, and inclusive. Managed by @BioQUESTEd.",https://t.co/Jyn1zglWeY,FALSE,1088,911,50,4371,2702,2014-12-16T22:34:27Z,FALSE,https://t.co/Jyn1zglWeY,https://qubeshub.org/,NA,https://pbs.twimg.com/profile_banners/2925888557/1591052470,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/606105206926004224/qfkYkkgO_normal.png,0,5
